order_id,order_placement_time,time_of_day,is_weekend,restaurant_type,is_specialty_item,order_volume_items,dine_in_traffic_volume,other_app_traffic_volume,initial_zomato_predicted_kpt_mins,actual_prep_time_ground_truth_mins,rider_arrival_time_mins,merchant_marked_for_time_mins,dispatch_time_mins,delivery_time_mins,restaurant_closed_after_arrival,rider_wait_time_at_pickup_mins,eta_prediction_error_mins,cancellation_flag
ORD_008412,2024-03-01 14:34:00,Day/Lunch,0,Quick Service/Kiosk,0,4,10,4,13.5,20.2,18.5,21.3,20.2,35.2,0,1.6999999999999993,6.699999999999999,0
ORD_008413,2024-02-24 03:05:00,Late Night,1,Quick Service/Kiosk,0,6,3,6,23.8,26.7,26.8,29.3,26.8,44.770763704838416,0,0.0,2.8999999999999986,0
ORD_008414,2024-02-08 11:21:00,Day/Lunch,0,Cloud Kitchen,0,3,0,30,8.2,21.0,6.5,22.0,21.0,40.0,0,14.5,12.8,0
ORD_008415,2024-02-12 09:13:00,Morning,0,Quick Service/Kiosk,0,7,8,0,28.2,30.4,28.6,33.0,30.4,50.4,0,1.7999999999999972,2.1999999999999993,0
ORD_008416,2024-02-13 11:05:00,Day/Lunch,0,Dine-in Restaurant,1,3,27,10,11.2,19.5,16.1,20.8,19.5,46.5,0,3.3999999999999986,8.3,0
ORD_008417,2024-02-18 22:01:00,Late Night,1,Dine-in Restaurant,0,9,34,19,38.4,51.9,43.1,52.4,51.9,67.9,0,8.799999999999997,13.5,0
ORD_008418,2024-02-19 08:19:00,Morning,0,Dine-in Restaurant,0,4,11,2,17.1,19.9,20.9,20.8,20.9,37.89435955963189,0,0.0,2.799999999999997,0
ORD_008419,2024-02-17 12:03:00,Day/Lunch,1,Cloud Kitchen,1,2,0,34,10.4,15.8,18.1,19.9,18.1,35.14296079054113,0,0.0,5.4,0
ORD_008420,2024-02-16 05:56:00,Late Night,0,Quick Service/Kiosk,0,6,6,2,24.1,26.4,32.5,26.9,32.5,54.49696280823987,0,0.0,2.299999999999997,0
ORD_008421,2024-02-03 21:17:00,Night/Dinner,1,Cloud Kitchen,0,9,0,70,37.9,57.0,38.9,58.8,57.0,68.0,0,18.1,19.1,0
ORD_008422,2024-02-27 14:06:00,Day/Lunch,0,Dine-in Restaurant,0,2,36,16,8.1,23.6,6.2,25.8,23.6,45.6,0,17.400000000000002,15.500000000000002,0
ORD_008423,2024-02-26 04:15:00,Late Night,0,Cloud Kitchen,0,4,0,17,14.3,21.1,10.6,22.0,21.1,34.1,0,10.500000000000002,6.800000000000001,0
ORD_008424,2024-02-02 19:33:00,Night/Dinner,0,Dine-in Restaurant,0,5,34,10,19.0,33.2,23.4,35.6,33.2,46.2,0,9.800000000000004,14.200000000000003,0
ORD_008425,2024-02-08 04:38:00,Late Night,0,Dine-in Restaurant,0,9,16,2,37.1,41.4,46.2,42.3,46.2,75.16110197241814,0,0.0,4.299999999999997,0
ORD_008426,2024-02-27 07:25:00,Morning,0,Cloud Kitchen,0,7,0,14,29.0,32.2,32.1,33.0,32.2,61.2,0,0.10000000000000142,3.200000000000003,0
ORD_008427,2024-02-17 13:55:00,Day/Lunch,1,Dine-in Restaurant,0,5,20,25,20.5,33.5,21.6,33.7,33.5,58.5,0,11.899999999999999,13.0,0
ORD_008428,2024-02-19 23:50:00,Late Night,0,Dine-in Restaurant,0,6,23,5,24.2,32.4,31.3,34.2,32.4,60.4,0,1.0999999999999979,8.2,0
ORD_008429,2024-02-15 18:03:00,Night/Dinner,0,Cloud Kitchen,0,9,0,35,36.5,46.5,34.3,48.1,46.5,59.5,0,12.200000000000003,10.0,0
ORD_008430,2024-02-09 12:07:00,Day/Lunch,0,Cloud Kitchen,0,4,0,28,14.3,24.4,15.8,26.4,24.4,42.4,0,8.599999999999998,10.099999999999998,0
ORD_008431,2024-02-21 16:45:00,Night/Dinner,0,Dine-in Restaurant,1,2,7,8,8.3,10.1,5.0,11.5,10.1,26.1,0,5.1,1.799999999999999,0
ORD_008432,2024-02-23 11:59:00,Day/Lunch,0,Dine-in Restaurant,1,5,9,6,19.4,18.5,24.7,19.1,24.7,48.651122402720134,0,0.0,0.8999999999999986,0
ORD_008433,2024-02-24 17:02:00,Night/Dinner,1,Quick Service/Kiosk,0,7,4,1,27.7,29.5,24.0,29.8,29.5,58.5,0,5.5,1.8000000000000007,0
ORD_008434,2024-02-23 02:56:00,Late Night,0,Dine-in Restaurant,1,4,28,2,12.2,20.2,19.1,21.7,20.2,38.2,0,1.0999999999999979,8.0,0
ORD_008435,2024-02-13 18:16:00,Night/Dinner,0,Dine-in Restaurant,0,1,15,10,4.8,11.5,4.8,13.1,11.5,29.5,0,6.7,6.7,0
ORD_008436,2024-02-15 19:50:00,Night/Dinner,0,Dine-in Restaurant,1,8,58,24,29.3,47.0,41.1,49.8,47.0,57.0,0,5.899999999999999,17.7,0
ORD_008437,2024-02-01 00:08:00,Late Night,0,Cloud Kitchen,0,5,0,30,17.4,29.0,8.2,30.5,29.0,47.0,0,20.8,11.600000000000001,1
ORD_008438,2024-02-12 11:49:00,Day/Lunch,0,Dine-in Restaurant,0,2,21,13,8.8,18.2,12.2,21.0,18.2,35.2,0,6.0,9.399999999999999,0
ORD_008439,2024-02-28 11:24:00,Day/Lunch,0,Dine-in Restaurant,1,3,16,3,8.7,14.1,12.6,16.0,14.1,42.1,0,1.5,5.4,0
ORD_008440,2024-02-26 17:31:00,Night/Dinner,0,Dine-in Restaurant,1,5,6,7,21.6,17.9,21.3,18.4,21.3,38.30232805978676,0,0.0,3.700000000000003,0
ORD_008441,2024-02-08 00:26:00,Late Night,0,Dine-in Restaurant,0,4,14,10,14.4,23.2,26.9,27.5,26.9,39.85343415075672,0,0.0,8.799999999999999,0
ORD_008442,2024-02-06 20:19:00,Night/Dinner,0,Dine-in Restaurant,1,9,46,18,37.1,44.4,47.0,48.9,47.0,57.974557880605545,0,0.0,7.299999999999997,0
ORD_008443,2024-02-11 01:24:00,Late Night,1,Cloud Kitchen,0,9,0,16,33.3,40.8,38.5,41.4,40.8,51.8,0,2.299999999999997,7.5,0
ORD_008444,2024-03-01 07:45:00,Morning,0,Quick Service/Kiosk,0,8,4,3,31.0,34.1,30.6,35.1,34.1,44.1,0,3.5,3.1000000000000014,0
ORD_008445,2024-02-03 20:13:00,Night/Dinner,1,Quick Service/Kiosk,0,2,7,10,9.5,13.1,9.3,13.2,13.1,26.1,0,3.799999999999999,3.5999999999999996,0
ORD_008446,2024-02-12 16:52:00,Night/Dinner,0,Cloud Kitchen,0,5,0,13,19.5,23.9,16.9,24.7,23.9,47.9,0,7.0,4.399999999999999,0
ORD_008447,2024-03-01 17:41:00,Night/Dinner,0,Cloud Kitchen,1,8,0,10,30.1,25.4,34.7,28.3,34.7,53.65646660690305,0,0.0,4.700000000000003,0
ORD_008448,2024-02-21 09:31:00,Morning,0,Quick Service/Kiosk,1,8,0,3,32.9,23.3,26.3,23.6,26.3,42.293221356898826,0,0.0,9.599999999999998,0
ORD_008449,2024-02-06 23:03:00,Late Night,0,Quick Service/Kiosk,0,7,4,4,22.9,30.4,25.4,33.1,30.4,46.4,0,5.0,7.5,0
ORD_008450,2024-02-15 15:13:00,Day/Lunch,0,Quick Service/Kiosk,0,4,7,3,18.3,19.0,20.9,19.2,20.9,42.927051987872474,0,0.0,0.6999999999999993,0
ORD_008451,2024-02-20 13:16:00,Day/Lunch,0,Dine-in Restaurant,1,3,32,10,9.8,21.0,6.3,23.0,21.0,50.0,0,14.7,11.2,0
ORD_008452,2024-02-16 17:24:00,Night/Dinner,0,Dine-in Restaurant,0,8,14,3,35.0,37.1,39.4,38.6,39.4,55.420040866559425,0,0.0,2.1000000000000014,0
ORD_008453,2024-02-17 19:29:00,Night/Dinner,1,Quick Service/Kiosk,0,8,5,10,33.4,36.5,33.5,38.7,36.5,57.5,0,3.0,3.1000000000000014,0
ORD_008454,2024-02-25 14:46:00,Day/Lunch,1,Quick Service/Kiosk,0,5,7,10,19.4,25.1,21.5,27.4,25.1,40.1,0,3.6000000000000014,5.700000000000003,0
ORD_008455,2024-02-05 22:19:00,Late Night,0,Cloud Kitchen,0,3,0,23,12.9,18.9,14.4,20.9,18.9,45.9,0,4.499999999999998,5.999999999999998,0
ORD_008456,2024-02-06 20:26:00,Night/Dinner,0,Quick Service/Kiosk,1,5,0,0,16.4,14.0,15.7,14.6,15.7,30.741964786446545,0,0.0,2.3999999999999986,0
ORD_008457,2024-02-16 07:47:00,Morning,0,Cloud Kitchen,0,4,0,37,14.4,27.1,15.0,29.0,27.1,44.1,0,12.100000000000001,12.700000000000001,0
ORD_008458,2024-02-09 06:24:00,Morning,0,Cloud Kitchen,0,8,0,27,31.0,40.1,35.7,42.0,40.1,67.1,0,4.399999999999999,9.100000000000001,0
ORD_008459,2024-02-26 12:50:00,Day/Lunch,0,Dine-in Restaurant,1,2,19,12,8.7,14.9,16.3,18.0,16.3,27.27021270083278,0,0.0,6.200000000000001,0
ORD_008460,2024-02-21 00:22:00,Late Night,0,Cloud Kitchen,0,8,0,27,31.9,40.1,38.0,40.4,40.1,57.1,0,2.1000000000000014,8.200000000000003,0
ORD_008461,2024-02-09 05:38:00,Late Night,0,Cloud Kitchen,0,6,0,38,23.4,35.4,30.5,37.2,35.4,58.4,0,4.899999999999999,12.0,0
ORD_008462,2024-02-13 13:42:00,Day/Lunch,0,Quick Service/Kiosk,0,4,14,2,15.1,20.8,9.6,21.4,20.8,49.8,0,11.200000000000001,5.700000000000001,0
ORD_008463,2024-02-14 23:15:00,Late Night,0,Dine-in Restaurant,0,3,8,7,11.6,16.5,9.4,18.5,16.5,35.5,0,7.1,4.9,0
ORD_008464,2024-02-19 20:42:00,Night/Dinner,0,Quick Service/Kiosk,1,5,2,0,19.9,14.6,16.8,16.2,16.8,38.8457600606624,0,0.0,5.299999999999999,0
ORD_008465,2024-02-27 22:59:00,Late Night,0,Quick Service/Kiosk,0,6,6,3,25.4,26.7,21.8,27.3,26.7,41.7,0,4.899999999999999,1.3000000000000007,0
ORD_008466,2024-02-12 00:26:00,Late Night,0,Dine-in Restaurant,1,1,8,3,4.8,6.1,4.7,6.5,6.1,23.1,0,1.3999999999999995,1.2999999999999998,0
ORD_008467,2024-02-14 13:21:00,Day/Lunch,0,Dine-in Restaurant,0,1,26,6,4.9,13.6,0.8,15.7,13.6,32.6,0,12.799999999999999,8.7,0
ORD_008468,2024-02-01 14:19:00,Day/Lunch,0,Cloud Kitchen,0,3,0,28,15.1,20.4,15.4,22.9,20.4,38.4,0,4.999999999999998,5.299999999999999,0
ORD_008469,2024-02-18 19:31:00,Night/Dinner,1,Dine-in Restaurant,0,2,25,10,9.0,18.5,7.8,19.6,18.5,34.5,0,10.7,9.5,0
ORD_008470,2024-02-08 12:18:00,Day/Lunch,0,Cloud Kitchen,1,1,0,36,4.2,13.6,12.7,15.5,13.6,23.6,0,0.9000000000000004,9.399999999999999,0
ORD_008471,2024-02-26 06:54:00,Morning,0,Dine-in Restaurant,0,8,23,7,33.5,41.0,34.7,43.4,41.0,51.0,0,6.299999999999997,7.5,0
ORD_008472,2024-02-06 16:21:00,Night/Dinner,0,Dine-in Restaurant,0,1,25,6,3.7,13.3,14.2,15.8,14.2,34.24710531495276,0,0.0,9.600000000000001,0
ORD_008473,2024-02-13 00:40:00,Late Night,0,Dine-in Restaurant,0,8,25,10,32.0,42.5,41.7,44.7,42.5,68.5,0,0.7999999999999972,10.5,0
ORD_008474,2024-02-09 16:51:00,Night/Dinner,0,Dine-in Restaurant,0,5,28,5,22.6,29.9,23.6,31.6,29.9,51.9,0,6.299999999999997,7.299999999999997,0
ORD_008475,2024-02-09 11:42:00,Day/Lunch,0,Dine-in Restaurant,0,4,10,6,16.4,20.8,17.8,21.2,20.8,31.8,0,3.0,4.400000000000002,0
ORD_008476,2024-02-15 11:56:00,Day/Lunch,0,Quick Service/Kiosk,0,8,5,2,33.4,34.1,39.3,36.9,39.3,59.263435687811196,0,0.0,0.7000000000000028,0
ORD_008477,2024-02-22 09:03:00,Morning,0,Dine-in Restaurant,1,8,28,7,34.5,32.9,29.2,33.8,32.9,56.9,0,3.6999999999999993,1.6000000000000014,0
ORD_008478,2024-02-02 07:53:00,Morning,0,Quick Service/Kiosk,1,8,5,1,35.6,24.2,41.7,24.5,41.7,66.67885751369127,0,0.0,11.400000000000002,0
ORD_008479,2024-02-14 21:14:00,Night/Dinner,0,Quick Service/Kiosk,0,3,12,6,8.4,17.4,18.0,20.0,18.0,43.04010819078796,0,0.0,8.999999999999998,0
ORD_008480,2024-02-06 10:09:00,Morning,0,Quick Service/Kiosk,0,8,2,3,28.7,33.5,26.6,36.1,33.5,57.5,0,6.899999999999999,4.800000000000001,0
ORD_008481,2024-02-08 08:03:00,Morning,0,Dine-in Restaurant,0,1,16,14,1.7,13.0,4.3,15.6,13.0,25.0,0,8.7,11.3,0
ORD_008482,2024-02-21 22:15:00,Late Night,0,Cloud Kitchen,0,4,0,38,12.5,27.4,11.7,28.9,27.4,42.4,0,15.7,14.899999999999999,0
ORD_008483,2024-02-14 09:14:00,Morning,0,Dine-in Restaurant,0,5,11,13,26.9,27.2,33.9,34.9,33.9,57.93621966322553,0,0.0,0.3000000000000007,0
ORD_008484,2024-02-24 00:45:00,Late Night,1,Dine-in Restaurant,0,6,37,7,26.3,37.2,36.7,39.6,37.2,54.2,0,0.5,10.900000000000002,0
ORD_008485,2024-02-12 17:51:00,Night/Dinner,0,Quick Service/Kiosk,1,5,9,3,18.9,17.6,14.3,20.4,17.6,39.6,0,3.3000000000000007,1.2999999999999972,0
ORD_008486,2024-02-06 01:23:00,Late Night,0,Dine-in Restaurant,0,5,21,13,20.3,30.2,22.7,30.2,30.2,58.2,0,7.5,9.899999999999999,0
ORD_008487,2024-02-01 01:10:00,Late Night,0,Quick Service/Kiosk,0,5,7,1,18.4,22.4,22.2,25.1,22.4,46.4,0,0.1999999999999993,4.0,0
ORD_008488,2024-02-08 14:57:00,Day/Lunch,0,Cloud Kitchen,1,9,0,70,33.6,46.2,39.1,46.9,46.2,57.2,0,7.100000000000001,12.600000000000001,0
ORD_008489,2024-02-17 17:55:00,Night/Dinner,1,Dine-in Restaurant,1,3,18,12,7.5,17.4,6.3,19.8,17.4,40.4,0,11.099999999999998,9.899999999999999,0
ORD_008490,2024-02-13 04:52:00,Late Night,0,Dine-in Restaurant,0,2,20,4,4.4,15.2,3.8,17.6,15.2,38.2,0,11.399999999999999,10.799999999999999,0
ORD_008491,2024-02-10 13:31:00,Day/Lunch,1,Cloud Kitchen,0,2,0,97,9.6,37.1,19.2,38.8,37.1,60.1,0,17.900000000000002,27.5,0
ORD_008492,2024-02-17 14:26:00,Day/Lunch,1,Cloud Kitchen,0,8,0,90,30.9,59.0,25.1,60.3,59.0,77.0,0,33.9,28.1,1
ORD_008493,2024-02-28 16:46:00,Night/Dinner,0,Cloud Kitchen,0,5,0,16,18.1,24.8,20.8,25.5,24.8,38.8,0,4.0,6.699999999999999,0
ORD_008494,2024-02-07 04:21:00,Late Night,0,Dine-in Restaurant,1,5,21,6,23.7,22.1,23.1,23.9,23.1,34.059506095413106,0,0.0,1.5999999999999979,0
ORD_008495,2024-02-04 20:02:00,Night/Dinner,1,Dine-in Restaurant,1,6,42,7,24.8,31.5,25.1,33.0,31.5,52.5,0,6.399999999999999,6.699999999999999,0
ORD_008496,2024-02-05 11:37:00,Day/Lunch,0,Dine-in Restaurant,1,9,22,4,38.5,33.0,49.1,49.8,49.1,72.1155125205969,0,0.0,5.5,0
ORD_008497,2024-02-25 20:24:00,Night/Dinner,1,Dine-in Restaurant,0,7,67,7,26.6,50.2,28.8,52.2,50.2,72.2,0,21.400000000000002,23.6,1
ORD_008498,2024-02-06 17:16:00,Night/Dinner,0,Dine-in Restaurant,0,5,24,5,22.2,28.7,31.6,32.2,31.6,56.6163892879921,0,0.0,6.5,0
ORD_008499,2024-02-27 12:05:00,Day/Lunch,0,Dine-in Restaurant,0,5,21,8,21.1,28.7,30.2,30.7,30.2,51.18643682059329,0,0.0,7.599999999999998,0
ORD_008500,2024-02-28 04:45:00,Late Night,0,Dine-in Restaurant,0,9,8,2,33.2,39.0,40.7,40.5,40.7,58.74625036471418,0,0.0,5.799999999999997,0
ORD_008501,2024-02-20 21:21:00,Night/Dinner,0,Cloud Kitchen,0,9,0,56,36.0,52.8,30.8,53.6,52.8,64.8,0,21.999999999999996,16.799999999999997,1
ORD_008502,2024-02-26 13:59:00,Day/Lunch,0,Cloud Kitchen,0,2,0,34,4.1,18.2,6.0,19.6,18.2,42.2,0,12.2,14.1,0
ORD_008503,2024-02-13 08:17:00,Morning,0,Dine-in Restaurant,0,7,24,2,27.5,35.8,35.4,37.5,35.8,55.8,0,0.3999999999999986,8.299999999999997,0
ORD_008504,2024-02-09 11:44:00,Day/Lunch,0,Cloud Kitchen,0,1,0,16,2.4,8.8,10.6,9.7,10.6,32.586930992608714,0,0.0,6.4,0
ORD_008505,2024-02-13 09:21:00,Morning,0,Cloud Kitchen,0,4,0,17,16.8,21.1,19.6,23.7,21.1,33.1,0,1.5,4.300000000000001,0
ORD_008506,2024-02-15 00:31:00,Late Night,0,Cloud Kitchen,0,2,0,14,7.3,12.2,10.5,13.7,12.2,25.2,0,1.6999999999999993,4.8999999999999995,0
ORD_008507,2024-02-02 00:42:00,Late Night,0,Cloud Kitchen,0,9,0,18,38.5,41.4,35.7,43.9,41.4,54.4,0,5.699999999999996,2.8999999999999986,0
ORD_008508,2024-02-29 22:54:00,Late Night,0,Dine-in Restaurant,0,6,11,5,23.5,28.8,12.8,31.5,28.8,40.8,0,16.0,5.300000000000001,0
ORD_008509,2024-02-14 09:18:00,Morning,0,Dine-in Restaurant,0,4,29,7,16.4,26.8,14.4,29.5,26.8,49.8,0,12.4,10.400000000000002,0
ORD_008510,2024-02-14 23:56:00,Late Night,0,Dine-in Restaurant,1,3,12,3,12.8,12.9,23.5,13.1,23.5,47.52813986997262,0,0.0,0.09999999999999964,0
ORD_008511,2024-02-15 17:22:00,Night/Dinner,0,Dine-in Restaurant,0,4,9,4,15.3,19.9,11.2,20.0,19.9,36.9,0,8.7,4.599999999999998,0
ORD_008512,2024-02-27 00:36:00,Late Night,0,Cloud Kitchen,1,2,0,14,10.5,9.8,13.9,11.6,13.9,40.917460391321505,0,0.0,0.6999999999999993,0
ORD_008513,2024-02-11 01:31:00,Late Night,1,Quick Service/Kiosk,1,5,10,6,21.8,18.8,27.5,20.0,27.5,53.536903972064586,0,0.0,3.0,0
ORD_008514,2024-02-20 03:04:00,Late Night,0,Dine-in Restaurant,0,9,26,2,36.7,44.4,35.5,46.7,44.4,63.4,0,8.899999999999999,7.699999999999996,0
ORD_008515,2024-02-24 17:31:00,Night/Dinner,1,Cloud Kitchen,0,6,0,24,23.0,31.2,22.9,34.1,31.2,48.2,0,8.3,8.2,0
ORD_008516,2024-02-04 06:11:00,Morning,1,Quick Service/Kiosk,0,2,13,0,5.7,11.9,5.9,12.1,11.9,37.9,0,6.0,6.2,0
ORD_008517,2024-02-18 05:44:00,Late Night,1,Dine-in Restaurant,0,6,31,7,24.0,35.4,25.9,37.3,35.4,45.4,0,9.5,11.399999999999999,0
ORD_008518,2024-02-03 20:19:00,Night/Dinner,1,Quick Service/Kiosk,0,9,20,2,35.8,42.6,40.5,44.4,42.6,58.6,0,2.1000000000000014,6.800000000000004,0
ORD_008519,2024-02-14 02:46:00,Late Night,0,Dine-in Restaurant,1,4,23,7,14.3,20.2,19.2,22.8,20.2,35.2,0,1.0,5.899999999999999,0
ORD_008520,2024-02-26 04:23:00,Late Night,0,Quick Service/Kiosk,0,1,0,1,3.4,4.3,0.3,5.2,4.3,17.3,0,4.0,0.8999999999999999,0
ORD_008521,2024-02-24 20:31:00,Night/Dinner,1,Dine-in Restaurant,1,2,52,17,5.6,26.3,14.4,27.8,26.3,53.3,0,11.9,20.700000000000003,0
ORD_008522,2024-02-20 21:34:00,Night/Dinner,0,Dine-in Restaurant,1,5,50,14,23.2,33.2,24.9,36.0,33.2,51.2,0,8.300000000000004,10.000000000000004,0
ORD_008523,2024-02-07 08:31:00,Morning,0,Cloud Kitchen,0,7,0,18,30.0,33.4,20.2,36.4,33.4,44.4,0,13.2,3.3999999999999986,0
ORD_008524,2024-02-22 09:35:00,Morning,0,Quick Service/Kiosk,0,8,4,1,29.5,33.5,25.6,35.2,33.5,53.5,0,7.899999999999999,4.0,0
ORD_008525,2024-02-12 12:01:00,Day/Lunch,0,Dine-in Restaurant,0,3,18,2,12.5,18.0,12.8,18.6,18.0,47.0,0,5.199999999999999,5.5,0
ORD_008526,2024-02-24 19:57:00,Night/Dinner,1,Cloud Kitchen,0,9,0,55,32.0,52.5,30.4,54.9,52.5,80.5,0,22.1,20.5,1
ORD_008527,2024-02-15 12:47:00,Day/Lunch,0,Cloud Kitchen,0,2,0,22,7.4,14.6,3.7,15.7,14.6,41.6,0,10.899999999999999,7.199999999999999,0
ORD_008528,2024-02-15 01:40:00,Late Night,0,Dine-in Restaurant,1,4,17,3,15.6,17.2,16.9,19.9,17.2,35.2,0,0.3000000000000007,1.5999999999999996,0
ORD_008529,2024-02-16 21:21:00,Night/Dinner,0,Dine-in Restaurant,0,4,56,4,14.5,34.0,23.0,36.4,34.0,47.0,0,11.0,19.5,0
ORD_008530,2024-02-20 22:51:00,Late Night,0,Dine-in Restaurant,0,6,26,6,22.3,33.6,27.2,36.4,33.6,44.6,0,6.400000000000002,11.3,0
ORD_008531,2024-02-25 01:44:00,Late Night,1,Dine-in Restaurant,1,6,43,7,24.5,31.8,21.8,32.4,31.8,52.8,0,10.0,7.300000000000001,0
ORD_008532,2024-02-22 21:50:00,Night/Dinner,0,Cloud Kitchen,0,3,0,60,11.0,30.0,21.9,31.2,30.0,45.0,0,8.100000000000001,19.0,0
ORD_008533,2024-02-09 17:50:00,Night/Dinner,0,Quick Service/Kiosk,0,9,4,2,37.2,37.8,43.4,38.5,43.4,53.419065401449075,0,0.0,0.5999999999999943,0
ORD_008534,2024-02-11 22:24:00,Late Night,1,Cloud Kitchen,0,5,0,16,22.7,24.8,19.5,27.6,24.8,48.8,0,5.300000000000001,2.1000000000000014,0
ORD_008535,2024-02-18 03:40:00,Late Night,1,Quick Service/Kiosk,0,2,1,0,8.7,8.3,5.9,10.5,8.3,35.3,0,2.4000000000000004,0.3999999999999986,0
ORD_008536,2024-02-01 02:23:00,Late Night,0,Dine-in Restaurant,1,6,20,4,26.7,24.0,28.2,28.7,28.2,44.173100479729925,0,0.0,2.6999999999999993,0
ORD_008537,2024-02-26 17:31:00,Night/Dinner,0,Dine-in Restaurant,1,3,10,5,10.5,12.9,14.9,13.7,14.9,37.88452812836073,0,0.0,2.4000000000000004,0
ORD_008538,2024-02-22 13:09:00,Day/Lunch,0,Quick Service/Kiosk,0,8,6,8,32.0,36.2,39.5,38.4,39.5,62.4532746275091,0,0.0,4.200000000000003,0
ORD_008539,2024-02-09 14:03:00,Day/Lunch,0,Quick Service/Kiosk,0,3,8,6,14.2,16.2,8.8,18.2,16.2,45.2,0,7.399999999999999,2.0,0
ORD_008540,2024-02-19 13:56:00,Day/Lunch,0,Dine-in Restaurant,0,5,42,14,19.6,36.8,21.4,36.9,36.8,47.8,0,15.399999999999999,17.199999999999996,0
ORD_008541,2024-02-27 19:50:00,Night/Dinner,0,Dine-in Restaurant,1,4,16,6,16.6,17.8,19.7,20.8,19.7,40.74367245206069,0,0.0,1.1999999999999993,0
ORD_008542,2024-02-27 12:30:00,Day/Lunch,0,Quick Service/Kiosk,0,4,5,1,14.0,17.8,17.3,20.2,17.8,33.8,0,0.5,3.8000000000000007,0
ORD_008543,2024-02-25 12:54:00,Day/Lunch,1,Dine-in Restaurant,0,2,33,16,11.4,22.7,10.8,23.7,22.7,42.7,0,11.899999999999999,11.299999999999999,0
ORD_008544,2024-02-28 23:00:00,Late Night,0,Dine-in Restaurant,0,8,11,10,30.5,38.3,34.0,39.0,38.3,61.3,0,4.299999999999997,7.799999999999997,0
ORD_008545,2024-02-15 11:31:00,Day/Lunch,0,Cloud Kitchen,1,3,0,28,12.4,16.8,17.7,19.3,17.7,40.738043155666055,0,0.0,4.4,0
ORD_008546,2024-02-28 13:39:00,Day/Lunch,0,Quick Service/Kiosk,0,4,4,2,14.6,17.8,8.4,19.8,17.8,31.8,0,9.4,3.200000000000001,0
ORD_008547,2024-02-15 03:53:00,Late Night,0,Cloud Kitchen,0,6,0,34,21.5,34.2,23.4,34.3,34.2,45.2,0,10.800000000000004,12.700000000000003,0
ORD_008548,2024-02-24 17:29:00,Night/Dinner,1,Cloud Kitchen,1,9,0,48,36.8,39.6,28.2,42.3,39.6,62.6,0,11.400000000000002,2.8000000000000043,0
ORD_008549,2024-02-29 16:45:00,Night/Dinner,0,Dine-in Restaurant,0,4,28,10,19.5,27.4,14.1,28.9,27.4,53.4,0,13.299999999999999,7.899999999999999,0
ORD_008550,2024-02-26 23:21:00,Late Night,0,Cloud Kitchen,0,3,0,21,10.5,18.3,5.3,20.9,18.3,46.3,0,13.0,7.800000000000001,0
ORD_008551,2024-02-10 00:16:00,Late Night,1,Dine-in Restaurant,0,5,34,10,17.9,33.2,14.8,34.4,33.2,53.2,0,18.400000000000002,15.300000000000004,0
ORD_008552,2024-02-21 11:57:00,Day/Lunch,0,Quick Service/Kiosk,1,9,7,0,34.8,27.3,39.0,28.4,39.0,55.98818550327494,0,0.0,7.4999999999999964,0
ORD_008553,2024-02-02 11:56:00,Day/Lunch,0,Dine-in Restaurant,0,1,19,14,3.3,13.9,2.7,14.3,13.9,40.9,0,11.2,10.600000000000001,0
ORD_008554,2024-02-27 20:25:00,Night/Dinner,0,Cloud Kitchen,0,5,0,62,20.8,38.6,27.2,41.0,38.6,59.6,0,11.400000000000002,17.8,0
ORD_008555,2024-02-24 01:57:00,Late Night,1,Quick Service/Kiosk,0,4,3,0,12.2,16.9,14.9,16.9,16.9,37.9,0,1.9999999999999982,4.699999999999999,0
ORD_008556,2024-02-09 09:57:00,Morning,0,Dine-in Restaurant,1,5,17,14,22.3,23.3,25.3,26.2,25.3,54.29577823286493,0,0.0,1.0,0
ORD_008557,2024-02-23 03:59:00,Late Night,0,Quick Service/Kiosk,0,7,4,1,30.8,29.5,37.9,29.7,37.9,60.87472030373565,0,0.0,1.3000000000000007,0
ORD_008558,2024-02-09 00:26:00,Late Night,0,Dine-in Restaurant,0,7,19,8,28.7,36.1,24.9,38.2,36.1,61.1,0,11.200000000000003,7.400000000000002,0
ORD_008559,2024-02-24 18:24:00,Night/Dinner,1,Dine-in Restaurant,0,7,39,10,25.8,42.7,28.7,44.9,42.7,59.7,0,14.000000000000004,16.900000000000002,0
ORD_008560,2024-02-20 03:18:00,Late Night,0,Dine-in Restaurant,0,1,21,2,6.2,10.9,8.5,11.8,10.9,32.9,0,2.4000000000000004,4.7,0
ORD_008561,2024-02-11 12:54:00,Day/Lunch,1,Quick Service/Kiosk,1,9,7,4,35.0,28.5,36.4,30.6,36.4,55.36850436143875,0,0.0,6.5,0
ORD_008562,2024-02-28 14:10:00,Day/Lunch,0,Quick Service/Kiosk,0,7,14,8,28.3,34.6,36.7,37.5,36.7,59.67089280870354,0,0.0,6.300000000000001,0
ORD_008563,2024-02-20 04:59:00,Late Night,0,Dine-in Restaurant,1,4,13,7,15.9,17.2,20.3,18.1,20.3,49.312415120649156,0,0.0,1.299999999999999,0
ORD_008564,2024-02-07 04:55:00,Late Night,0,Dine-in Restaurant,1,4,14,9,13.6,18.1,12.6,20.5,18.1,30.1,0,5.500000000000002,4.500000000000002,0
ORD_008565,2024-02-07 21:44:00,Night/Dinner,0,Quick Service/Kiosk,1,2,14,2,11.9,10.4,10.0,12.6,10.4,27.4,0,0.40000000000000036,1.5,0
